Date,Title,articleLead,articleText,url 
"26 April, 18:31","«Он мой брат». Канье Уэст снова твитит о Трампе, а поклонники «скучают по старому Канье»","Канье Уэст 25 апреля был как никогда активен в твиттере — он написал около 60 твитов, в том числе про президента США Дональда Трампа, которого назвал «братом». Фанаты рэпера устроили флешмоб «Я скучаю по старому Канье». Дождь рассказывает о взаимоотношениях музыканта и президента — и реакции на это в соцсетях.","Рэпер  вернулся  в твиттер 13 апреля после того, как удалил аккаунт  в мае 2017 года. 25 апреля он писал на разные темы — об успехах в производстве кроссовок (с 2009 года рэпер выпустил несколько линий кроссовок совместно с Adidas), о том, что становится «родителем своих детей», причинах увольнения своего юриста. Спустя 32 твита он вспомнил о Дональде Трампе. «Вы не должны соглашаться с Трампом, но толпа не может заставить меня не любить его. У нас обоих драконовская энергия. Он мой брат. Я люблю всех и не соглашаюсь ни с кем. Это то, что делает нас личностями. И мы имеем право на независимые суждения», —  написал  он. Он также заявил, что не призывает сторонников экс-кандидата в президенты Хиллари Клинтон не поддерживать ее. «Я тоже люблю Хиллари», — написал он. После этого он опубликовал фотографию своей кепки с предвыборным слоганом Трампа Make America Great Again («Сделаем Америку снова великой»). my MAGA hat is signed 🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥  pic.twitter.com/DrDHJybS8V Канье Уэст назвал кепку MAGA, и это понравилось Трампу. MAGA!  https://t.co/jFf5ONASlv «Спасибо, Канье, очень круто», —  отреагировал  президент на твит рэпера. После этого СМИ написали, что Канье Уэст потерял несколько миллионов подписчиков, но представитель Twitter  сообщил  The Verge, что это неправда: у музыканта по-прежнему 27 миллионов фолловеров — то есть столько же, сколько было до 25 апреля, когда он начал писать про Трампа. «Любые колебания, которые люди могут видеть, являются непоследовательными и должны быть решены в ближайшее время», — сказано в заявлении компании. Twiiter-аккаунт Pop Crave, авторы которого  рассказывают  о жизни звезд, проанализировали список фолловеров Уэста и  пришли к выводу , что после твитов о Трампе от него отписались, в частности, Рианна, Кендрик Ламар, The Weeknd и Ники Минаж. Buzzfeed  обратил внимание  на одобрительные посты последователей правой идеологии, многие из которых получили известность после политического подъема Трампа. Они предположили, что твиты Канье демонстрируют «сдвиг в сторону консерватизма в США». Такая поддержка тем более удивительна, что Уэст поддерживал демократическое движение, пишет издание: он жертвовал деньги на кампанию Хиллари Клинтон, обвинял Джорджа Буша в игнорировании проблем чернокожих и высказывался за ограничение владения оружием. Пользователи твиттера начали флешмоб «Я скучаю по старому Канье», имея в виду песню I Miss the Old Kanye с его альбома 2016 года The Life of Pablo.  i miss the old kanye  pic.twitter.com/GK74jw6doT « Я скучаю по старому Канье Цитата Канье:  „Джордж Буш не обращает внимания на темнокожих“»  i worry about the new kanye, the off his meds kanye « Я беспокоюсь за нового Канье — Канье, который перестал принимать лекарства » I miss the old Kanye... 
The “George Bush doesn’t like Black people” Kanye... 
The “Beyoncé had one of the best videos of all time” Kanye... « Я скучаю по старому Канье... „ Джордж Буш не любит темнокожих"" Канье...  „У Бейонсе один из лучших клипов всех времен"" Канье...» I always hated the “I miss the old Kanye” dialogue but damn, I miss the old Kanye. « Всегда ненавидела слова I Miss the Old Kanye, но, черт, я скучаю по старому Канье » Спустя несколько дней после того, как Дональд Трамп победил на президентских выборах в США, видеограф рэпера Тайлер Росс опубликовал в  «сториз» инстаграма его автографы на фирменных футболках, выпущенных  в честь тура Saint Pablo. На каждой из них черным маркером было написано «Трамп». «Подписано сегодня Канье», — уточнял Тайлер в подписи.  Еще через два дня Уэст лично выразил поддержку Трампу на концерте в Калифорнии : «Я сказал вам, что не голосовал, правильно? Но если бы я голосовал, я бы проголосовал за Трампа», — сказал рэпер. З рители его  освистали . В своей речи Уэст также заявил, что темнокожие должны «прекратить фокусироваться на расизме». «Это просто ф — факт, мы в расистской стране, точка», — сказал он. Трамп тоже рассказывал о симпатии к Уэсту — после того, как рэпер объявил о намерении выдвигаться в президенты в 2020 году. «На самом деле он не такой, каким его представляют люди — он отличный парень», —  сказал  Трамп в интервью Rolling Stone в 2015 году. Он отметил, что его и Канье часто сравнивают, хотя он до конца не понимает, почему, но надеется, что однажды будет «выдвигаться против него на выборах». «Он знаком с моей дочерью Иванкой, и он говорил очень-очень хорошие вещи обо мне, крайне позитивные», — рассказал Трамп журналистам. Через четыре дня после концерта, на котором Уэст впервые публично поддержал избранного президента, он отменил 21 концерт и был госпитализирован. Как  сообщало  издание TMZ, скорую помощь Уэсту вызвал его личный врач, заявив, что его пациент «страдает от временного психоза из-за бессонницы и обезвоживания». Уэста поместили в психиатрическое отделение. Через неделю рэпера выписали, и уже в начале декабря он посетил Trump Tower, чтобы встретиться с новым американским лидеров. В твиттере Уэст пояснил, что встретился с Трампом «для обсуждения мультикультурных вопросов». «Я считаю важным иметь прямую линию связи с нашим будущим президентом, если мы действительно хотим изменений», — написал он. Многие подписчики стали его критиковать, и рэпер опубликовал еще и фотографию номера Time с Трампом на обложке и автографом президента. Однако позже Уэст  удалил  все эти твиты.  Многие   СМИ  намекали на связь между психологическим состоянием рэпера и его активной поддержкой президента . «СМИ, пытающимся демонизировать моего мужа, позвольте мне сказать вот что. Ваши комментарии о том, что Канье неустойчив и его твиты вызывают беспокойство, на самом деле пугают.  —  написала  в твиттере его жена Ким Кардашьян. —  Так быстро заклеймить его как имеющего проблемы с психическим здоровьем просто за то, что он был собой и всегда был экспрессивен, несправедливо» .  Фото: Andrew Kelly / Reuters",https://tvrain.ru/articles/kane_uest_snova_pishet_v_tvitter_o_trampe-462656/
"25 April, 16:07",В Евросоюзе запретили пользоваться мессенджером WhatsApp подросткам младше 16 лет,"Мессенджер WhatsApp поднял возрастные ограничения для пользователей в Евросоюзе с 13 до 16 лет. Сообщение об этом  появилось  на сайте компании. Такие меры связаны с новой доктриной ЕС о защите данных, которая вступит в силу в конце мая.","Теперь, чтобы пользоваться мессенджером, житель ЕС должен быть не моложе 16 лет или того возраста, который допускает законодательство его страны проживания. Для всех пользователей за пределами ЕС сохраняется возрастное ограничение в 13 лет. Если возраст пользователя удовлетворяет возрастным ограничениям компании, но законы не дают ему право согласиться на условия предоставления услуг WhatsApp, дать за него согласие должны его родители или опекуны, говорится в разъяснении. Сообщения и звонки пользователей мессенджера защищены двойным шифрованием, так что к их содержанию не имеют доступ даже администраторы ресурса. Также компания скоро предоставит пользователям возможность скачать и просмотреть информацию, которую WhatsApp о них собирает. Общий  регламент  ЕС по защите данных вступит в силу 25 мая. Предполагается, что он вернет европейцам право контролировать собственные персональные данные и разрешит компаниям использовать данные детей моложе 16 лет только с разрешения их родителей или опекунов. В последние годы власти некоторых стран ЕС критиковали WhatsApp за cквозное шифрование переписки и за планы передавать больше информации материнской компании Facebook,  отмечает  Reuters.  В США и Европе сейчас регуляторы проводят расследование в связи с тем, что Facebook передал данные десятков миллионов пользователей соцсети компании Cambridge Analytica, которая их незаконно использовала в интересах предвыборного штаба Дональда Трампа.",https://tvrain.ru/news/whatsapp-462583/
"26 апреля, 18:33",Глава Минюста не исключил выход России из ЕСПЧ,"Глава Минюста Александр Коновалов не исключил, что Россия может выйти из-под юрисдикции Европейского суда по правам человека (ЕСПЧ),  передает  «Интерфакс».","Вопрос о возможности выхода России из ЕСПЧ он назвал сложным, добавил, что «ничего исключать никогда нельзя», но заверил, что пока всерьез такая возможность не обсуждается. «Мы как юристы видим свои плюсы в том, что признаем юрисдикцию ЕСПЧ», — заявил глава Минюста. Одновременно он напомнил, что в последние годы Страсбургский суд «все активнее и активнее демонстрирует» «негативные подходы», которые для России являются неприемлемыми. С этим он пообещал пока бороться «юридическими методами, в том числе, в контексте реформы ЕСПЧ». В июле 2015 года Конституционный суд России дал себя право по запросу правительства или президента определять, стоит ли России исполнять решения ЕСПЧ. Это решение КС принял по обращению 92 депутатов Госдумы, которые добивались отказа от выплаты компенсации в 1,9 млрд евро, которую ЕСПЧ присудил России по иску акционеров ЮКОСа. В декабре 2015 года вступил в силу закон, дающий Конституционному суду право оценивать, возможно ли исполнение в России решений ЕСПЧ. В апреле 2016 года КС впервые  постановил , что решение ЕСПЧ не может быть исполнено в России. Оно касалось тяжбы россиян, отбывающих наказание, за право голосовать на выборах и быть избранными.  В октябре 2017 года спикер Совета Федерации Валентина Матвиенко допустила, что Россия перестанет признавать легитимными решения ЕСПЧ, если в следующем году Парламентская ассамблея Совета Европы (ПАСЕ) не вернет полномочия российской делегации, которую лишили права голоса в 2014 году из-за Крыма и Украины. Спикер Госдумы Вячеслав Володин затем  объяснил , что Россия не будет признавать решения ЕСПЧ, если не будет участвовать в выборе судей. Но он заверил, что хлопать дверью в конфликте с ПАСЕ Москва не собирается.  Россия может денонсировать Европейскую конвенцию по правам человека и прекратить сотрудничество с ЕСПЧ, если этот суд не скорректирует нынешнюю политику, в результате которой он принимает антироссийские решения. Об этом в марте  сообщило  РИА Новости со ссылкой на источники в профильных ведомствах. В 2017 году ЕСПЧ  признал  несправедливым судебное разбирательство в отношении Алексея и Олега Навальных по делу «Ив Роше», а в апреле 2018 года президиум Верховного суда России  возобновил  производство по делу «Ив Роше» в отношении братьев Навальных, но отказался отменять приговор.",https://tvrain.ru/news/espch-462674/
"25 April, 16:58",Депутат правящей коалиции в Армении перешел на сторону протестующих,"Депутат от входящей в правящую коалицию парламентской фракции «Дашнакцутюн» Сурен Манукян сообщил, что присоединяется к протестам в Ереване. Об этом он  написал  в своем фейсбуке.","По словам Манукяна, с 22 по 26 апреля он был в командировке в Батуми, однако следил за событиями в Армении. Депутат подчеркнул, что выражает солидарность с вышедшими на улицы участниками акций, а также их лидером Николом Пашиняном. Манукян отметил, что «всегда был верен своим избирателям», в связи с чем и решил присоединиться к протесту. «Это мое личное решение», — подчеркнул депутат. Протесты в Ереване продолжаются с 13 апреля. Сначала митингующие выступали против назначения бывшего президента Армении Сержа Саргсяна премьер-министром. Наиболее масштабными стали акции, прошедшие 22 апреля. В них участвовали более 150 тысяч человек, были задержаны более 230 человек. 23 апреля Саргсян  подал  в отставку. На посту премьер-министра он пробыл меньше недели. 25 апреля Пашинян  объявил  о продолжении акций в стране. После этого в Ереване  возобновились  протесты. По данным корреспондента Дождя, в новой акции протеста участвуют несколько десятков тысяч человек. Среди своих новых требований митингующие называют уход правящей Республиканской партии Армении.",https://tvrain.ru/news/deputat_prisoedinenie_k_protestnomu_dvizheniju-462590/
"25 April, 19:02",Мэрия Москвы предложила сторонникам Навального провести акцию 5 мая на проспекте Сахарова,Власти Москвы встретятся с соратниками политика Алексея Навального и предложат им провести акцию 5 мая на проспекте Академика Сахарова. Об этом пишет «Интерфакс» со ссылкой на руководителя столичного департамента региональной безопасности Владимира Черникова. Накануне Навальный сообщил об отказе мэрии согласовать акцию в центре города и призвал выходить на Тверскую улицу.,"«Мы все-таки вступили в диалог с организаторами. Завтра пройдет встреча, где будет обсуждаться возможность предоставления для проведения акции проспекта Академика Сахарова», — сказал он. Накануне, 24 апреля, Навальный  заявил , что мэрия Москвы не согласовала заявку его штаба на проведение акции в центре Москвы, в частности на Тверской улице. «Мэрия Москвы снова незаконно не дает нам провести акцию. По их мнению, в центре города нам нет места. Центр принадлежит Путину и „Единой России“», — написал политик в своем твиттере. Он добавил, что акция все равно пройдет на Тверской улице. Черников в тот же день сказал, что сторонникам Навального было предложено место в районе метро «Октябрьское поле» либо улица Перерва (Марьино). Он отметил, что Тверская улица — «сложный вариант в эти дни с учетом подготовки к Параду Победы и других праздничных городских мероприятий».  25 апреля Черников  сказал , что организаторы акции не выходят на связь с властями Москвы. Он выражал надежду на то, что переговоры все же состоятся. Акцию 5 мая Навальный  анонсировал  12 апреля. Политик отметил, что цель акции — потребовать борьбы «с бедностью и неравенством», «вернуть в страну выборы», «дать доступ к СМИ оппозиции», «выпустить политзаключенных», «перестать сажать людей за посты в соцсетях», «оставить интернет в покое», «распустить Роскомнадзор».",https://tvrain.ru/news/merija_moskvy_aktsija_navalnogo-462596/
"25 April, 07:47",Число работающих на двух ставках учителей в России выросло в два раза,"Число учителей в России, которые работают на две ставки, за два года выросло в два раза — с 6,9​% в 2015 году до 13,8% в 2017 году, следует из нового исследования РАНХиГС, результаты которого приводит РБК.","В 2017 году 46,2% опрошенных заявили, что работают на полторы ставки, а 13,8% рассказали о работе на две ставки. В 2016 году эти показатели составляли 42,9 и 12,4%, а в 2015-м — 37,9 и 6,9% соответственно. Почти половина опрошенных учителей — 46,7% — рассказали, что у них помимо преподавательской работы есть и другая. По мнению автора доклада, главы Центра экономики непрерывного образования РАНХиГС Татьяна Клячко, рост числа работающих на несколько ставок можно объяснить двумя факторами. «Либо им стало не хватать денег, либо раньше они старались так откровенно об этом не говорить», — отметила она. В марте РАНХиГС  опубликовала  исследование, согласно которому по итогам 2017 года почти 60% учителей в России были недовольны своей зарплатой. Клячко тогда отметила, что число недовольных зарплатой преподавателей в новом исследовании оказалось ниже, чем годом ранее. По итогам 2016 года оно было равно 65%. «В 2017 году, в преддверии выборов, все силы в регионах были брошены на то, чтобы повысить и поддерживать зарплату учителей», — говорила она. В майских указах президента Владимира Путина, которые были подписаны в начале его третьего срока, говорилось, что с 2012 года зарплата учителей в России должна быть равной средней в регионе и не опускаться ниже этих показателей. К 2018 году, согласно указам, зарплаты врачей, преподавателей вузов и научных работников должны были быть равны 200% средних показателей по региону. В начале марта — перед президентскими выборами — сотрудники ряда бюджетных организаций, включая вузы, сообщили о резком росте зарплат. Они назвали это следствием требования властей к руководству выполнить перед голосованием майские указы Путина.",https://tvrain.ru/news/uchitelya-462554/
"26 April, 07:36",Чистая квартальная прибыль Facebook выросла на 63%,"Социальная сеть Facebook в первом квартале получила чистую прибыль в размере 5 миллиардов долларов. Это на 63% больше, чем показатель аналогичного периода прошлого года,  сообщает  Reuters со ссылкой на отчетность компании.","Выручка Facebook выросла почти на 50% до 11,97 миллиарда долларов. «Наше сообщество продолжает расти, несмотря на серьезные трудности. Каждый месяц Facebook пользуются 2,2 млрд человек, а каждый день – более 1,4 миллиарда», – написал основатель социальной сети Марк Цукерберг. Он отметил, что цель компании в 2018 году — обеспечить безопасность пользователей и действовать, исходя из их ожиданий. «Мы более широко подходим к наше ответственности, (стремясь) не только дать людям мощные инструменты, но и убедиться, что эти инструменты используются в хороших целях»,  – добавил Цукерберг. В марте стало известно об утечке данных 87 миллионов пользователей Facebook, которые компания Cambridge Analytica незаконно использовала для политических кампаний. Facebook заявила, что прекратила сотрудничество с организацией. Цукерберг тогда извинился за то, что соцсеть не предотвратила утечку данных. В апреле Роскомнадзор  направил  в Cambridge Analytica запрос о том, не собирала ли компания личные данные россиян. Возможной утечкой этой информации регулятор заинтересовался после получения обращения от Ассоциации профессиональных пользователей социальных сетей и мессенджеров.",https://tvrain.ru/news/vyruchka-462632/
"25 April, 18:34",Вышедший на свободу пожизненно осужденный стал свидетелем по делу об убийстве,"Житель Башкирии Анвар Масалимов, пожизненно осужденный за убийство и недавно вышедший на свободу, сейчас проходит свидетелем по делу об убийстве. Об этом РИА Новости  сообщил  представитель регионального управления Следственного комитета.","Он рассказал, что сейчас идет расследование уголовного дела об убийстве мужчины, которое произошло в конце прошлого года в квартире в Уфе, где распивали спиртные напитки. Ранее «Комсомольская правда»  сообщила , что Масалимов задержан по подозрению в убийстве и уже дал признательные показания. «Анвар Масалимов проходит по этому делу в качестве свидетеля, а не в качестве подозреваемого», — сказал собеседник агентства. Масалимов был приговорен к расстрелу за убийство, которое он совершил в 1991 году. В 1998 году указом президента ему заменили смертную казнь на пожизненный срок. Через десять лет суд изменил Масалимову приговор со статьи об умышленном убийстве при отягчающих обстоятельствах на статью об умышленном убийстве без отягчающих обстоятельств, которая предусматривает от трех до десяти лет лишения свободы. В июне 2016 года по решению Вологодского областного суда Масалимова освободили «в связи с принятием закона, улучшающего положение осужденного». О том, что он вышел на свободу, стало  известно  в феврале.",https://tvrain.ru/news/osuzhdennyj-462595/
"26 April, 04:32",Центробанк объявил о санации Азиатско-Тихоокеанского банка,"Центробанк заявил о санации Азиатско-Тихоокеанского банка. Об этом говорится в  сообщении , опубликованном на сайте регулятора.","Банк будет передан под руководство Фонда консолидации банковского сектора, который контролируется Центробанком. «В рамках мер, направленных на обеспечение непрерывности деятельности Банка на рынке банковских услуг и на повышение его финансовой устойчивости, планируется участие Банка России в качестве инвестора с использованием денежных средств Фонда консолидации банковского сектора. Банком России предусмотрено предоставление Банку средств на поддержание ликвидности», — говорится в сообщении регулятора. Азиатско-Тихоокеанский банк продолжит работу в обычном режиме. Ему разрешено исполнять свои обязательства и совершать новые сделки. «Мораторий на удовлетворение требований кредиторов не вводится», — отметил регулятор. Банк занимает 60-е место по величине активов (120 миллиардов рублей, согласно данным на 1 апреля). Центробанк называет кредитное учреждение одним из крупнейших и социально значимых региональных банков Сибири и Дальнего Востока. В четверг стало известно, что АТБ перестал открывать вклады. В пресс-службе учреждения это объяснили техническими причинами. Операции по текущим счетам, как отметили в банке, проводились в обычном режиме. О возможной санации АТБ ранее  рассказывали  собеседники «Ведомостей», которые ссылались на проблемы банка с капиталом и то, что Центробанк требовал смены главы кредитного учреждения. «Ведомости» напоминают, что ранее Центробанк обязал АТБ досоздать резервы, но тот не успел сделать это полностью в отведенный регулятором срок. В начале года АТБ попросил об отсрочке, на которую ЦБ согласился в середине марта, дав при этом очень короткий срок — до начала апреля. Документ, в котором говорилось об основаниях для санации АТБ, сотрудники Центробанка составили уже к середине марта, рассказывали собеседники «Ведомостей». Накануне Тверской районный суд Москвы заочно арестовал совладельца АТБ Андрея Вдовина по обвинению в мошенничестве. Как  сообщало  РАПСИ, Вдовина обвиняют в причастности к хищению около 13 миллионов долларов. Мужчину объявили в федеральный и международный розыск. По данным следствия, он уехал из России в 2017 году.",https://tvrain.ru/news/atb-462627/
"25 April, 09:21",СК решил перевести Алексея Малобродского под домашний арест,"Следствие попросит перевести под домашний арест бывшего генерального продюсера «Седьмой студии» Алексея Малобродского,  сообщается  на сайте Следственного комитета.","Следствие решило изменить ему меру пресечения «с учетом возраста, состояния здоровья и иных обстоятельств», говорится в сообщении. Такое ходатайство СК уже направил в Басманный суд. Суд получил ходатайство и рассмотрит его 27 апреля в 14:30, сообщила Дождю пресс-секретарь суда Юнона Царева. Малобродский находится под стражей с момента задержания в июне 2017 года по делу о хищениях в «Седьмой студии». В последний раз суд  продлил  ему меру пресечения 18 апреля — до 19 июня. Он единственный из фигурантов дела находится под арестом в СИЗО, всех остальных суд отправил под домашний арест. В конце марта Малобродского перевели из «Матросской тишины» в следственный изолятор «Медведково» в переполненную камеру — на восемь мест там находились 12 человек. После этого жена Малобродского Татьяна Лукьянова  написала  письмо главе Следственного комитета Александру Бастрыкину, в котором выразила опасения за жизнь и здоровье своего супруга. Позднее в камере Малобродского сначала  сократили  количество арестованных, а затем его  перевели  в четырехместную камеру.  По делу о хищениях бюджетных денег, выделенных на театральный проект «Платформа», которым занималась «Седьмая студия», также проходят режиссер Кирилл Серебренников, создавший студию, бывший гендиректор «Седьмой студии» Юрий Итин и бывший главный бухгалтер Нина Масляева и директор РАМТ Софья Апфельбаум. Все они находятся под домашним арестом. Еще одна фигурантка дела — продюсер Екатерина Воронова — объявлена в розыск. Свою вину признала только Масляева. Следствие по делу о хищениях в «Седьмой студии» завершилось в середине января.",https://tvrain.ru/news/malobrodskogo-462558/
"26 апреля, 09:37",Вышел трейлер фильма Ксении Собчак и Веры Кричевской об Анатолии Собчаке,"На YouTube-канале журналистки и бывшего кандидата в президенты России Ксении Собчак опубликован трейлер документального фильма «Дело Собчака», в котором рассказывается о жизни и карьере Анатолия Собчака.","Режиссер фильма — журналист Вера Кричевская, один из создателей фильма «Слишком Свободный человек» о Борисе Немцове. Премьера фильма запланирована на 24 мая. «18 лет после смерти отца я никак не могла собраться с силами и восстановить папину историю. Разобраться, что произошло в 96-м между отцом и президентом, как Собчак мог назначить своим первым помощником кадрового офицера КГБ, и почему Борис Ельцин остановил свой выбор на Владимире Путине. Я не успела задать отцу самые важные вопросы пока он был жив», — говорит в трейлере Ксения Собчак. В фильме, в частности, рассказывается история проигрыша Анатолия Собчака на губернаторских выборах 1996 года. Фильм представляет собой серию интервью с участниками событий, в том числе с президентом России Владимиром Путиным. Интервью для картины также дали Александр Коржаков, Анатолий Чубайс, Дмитрий Медведев, Татьяна и Валентин Юмашевы, Виктор Золотов, Алексей Кудрин и другие.",https://tvrain.ru/news/vysob_anatolii_sobchake-462635/
"26 апреля, 19:04",В Москве пройдет акция против Роскомнадзора и блокировки Telegram,"На проспекте Академика Сахарова в понедельник, 30 апреля, пройдет согласованный с властями митинг против Роскомнадзора и блокировки Telegram. Об этом  говорится  на сайте мероприятия. Пресс-секретарь столичного департамента региональной безопасности Елена Романова подтвердила Дождю, что митинг согласован.","Сбор объявлен в 13:00 на улице Маши Порываевой, 38. Акция пройдет с 14:00 до 16:00 на проспекте Сахарова.  Организаторами акции выступает Либертарианская партия. «Блокировка Telegram — это национальный позор: ни одно государство, претендующее на лидерство в XXI веке, не должно препятствовать развитию собственных технологий и цифровому прогрессу», — отмечается в сообщении на сайте акция. 22 апреля в России уже  проходила  акция против блокировки Telegram. Мессенджер разослал пользователям уведомления, в которых призвал их в определенное время запустить из окна бумажный самолетик в знак поддержки «свободного интернета». Роскомнадзор начал блокировать Telegram с 16 апреля. 13 апреля Таганский суд Москвы принял соответствующее решение из-за того, что мессенджер отказался передать ФСБ ключи шифрования переписок пользователей.",https://tvrain.ru/news/telegram_30_aprelja-462675/
